docid,entityid,type
1529,Cecile Fouret,Author
1529,Natalie Hoog-Labouret,Author
1529,Pascale Jolliet,Author
1529,Patrick Mismetti,Author
1529,RaphaÎl Porcher,Author
1529,CÈcile Rey-Coquais,Author
1529,Eric Vicaut,Author
1530,Challenges In Rare Disease Drug Development,Topic
1530,Real-World Evidence (Rwe) Scientific Working Group,Author
1530,Jie Chen,Author
1530,Lei Nie,Author
1530,Shiowjen Lee,Author
1530,Haitao Chu,Author
1530,Haijun Tian,Author
1530,Yan Wang,Author
1530,Weili He,Author
1530,Thomas Jemielita,Author
1530,Susan Gruber,Author
1530,Yang Song,Author
1530,Roy Tamura,Author
1530,Lu Tian,Author
1530,Yihua Zhao,Author
1530,Yong Chen,Author
1530,Mark Van Der Laan,Author
1530,Hana Lee,Author
1530,Regulatory Agencies,Topic
1530,Statistical Perspective,Topic
1530,Development Pathway For Rare Disease Drugs,Topic
1530,Evidence For Regulatory Decision-Making,Topic
1531,Transportability Analysis,Topic
1531,Target Aggregate Data Adjustment,Topic
1531,Yichen Yan,Author
1531,Quang Vuong,Author
1531,Rebecca K Metcalfe,Author
1531,Tianyu Guan,Author
1531,Haolun Shi,Author
1531,Jay Jh Park,Author
1532,Finepico,Topic
1532,Fangyi Chen,Author
1532,Gongbo Zhang,Author
1532,Yilu Fang,Author
1532,Yifan Peng,Author
1532,Chunhua Weng,Author
1532,Pico,Topic
1532,Ner,Topic
1532,Clinical Trial Literature,Topic
1532,Precision,Topic
1532,Recall,Topic
1532,F1 Score,Topic
1532,Public Datasets,Topic
1532,Semi-Supervised Method,Topic
1532,Annotated Data,Topic
1532,Unlabeled Data,Topic
1532,Performance Evaluation,Topic
1532,Generalizability,Topic
1532,Baseline Model,Topic
1532,Experimental Settings,Topic
1533,Psoriasis,Topic
1533,Pasi,Topic
1533,Pso-Net,Paper
1533,Sharif A. Kamran,Author
1533,Molly V. Lucas,Author
1533,Brendon Lutnick,Author
1533,Chaitanya Parmar,Author
1533,Basudha Pal,Author
1533,Asha Patel Shah,Author
1533,David Apfel,Author
1533,Steven Fakharzadeh,Author
1533,Lloyd Miller,Author
1533,Stephen Yip,Author
1533,Kristopher Standish,Author
1533,Gabriela Oana Cula,Author
1534,Arachidonic Acid,Topic
1534,Cyclooxygenase,Topic
1534,Reactive Oxygen Species,Topic
1534,Ischemic Brain,Topic
1534,Cyclooxygenase-2,Topic
1534,Neurodegeneration,Topic
1534,Ischemic Injury,Topic
1534,Nimesulide,Author
1534,Gerbils,Topic
1534,Cerebral Ischemia,Topic
1534,Oxidative Stress,Topic
1534,Hippocampus,Topic
1534,Glutathione Depletion,Topic
1534,Lipid Peroxidation,Topic
1534,Malondialdehyde,Topic
1534,4-Hydroxy-Alkenals,Topic
1534,Lipid Hydroperoxides,Topic
1534,Fluoro-Jade B,Topic
1534,Ca1 Region,Topic
1534,E. Candelario-Jalil,Author
1534,D. Alvarez,Author
1534,N. Merino,Author
1534,O. S. Leon,Author
1535,Brain Computer Interface Technologies In The Coming Decades,Paper
1535,Brent J. Lance,Author
1535,Scott E. Kerick,Author
1535,Anthony J. Ries,Author
1535,Kelvin S. Oie,Author
1535,Kaleb Mcdowell,Author
1535,Brain-Computer Interfaces,Topic
1535,Neuroscience Research,Topic
1535,Human-System Interactions,Topic
1535,Technological Advancements,Topic
1535,Flexible And Adaptive Brain-Based Neurotechnologies,Topic
1535,Clinical Populations,Topic
1535,Advanced Communications,Topic
1535,Prostheses,Topic
1535,Wheelchairs,Topic
1535,Task-Oriented Applications,Topic
1535,Pervasive Technologies,Topic
1535,Analytical Approaches,Topic
1535,Critical Brain Information,Topic
1535,Behavioral Information,Topic
1535,Task Information,Topic
1535,Environmental Information,Topic
1535,Communications Applications,Topic
1536,Percolation Under Noise: Detecting Explosive Percolation Using The Second Largest Component,Paper
1536,Wes Viles,Author
1536,Cedric E. Ginestet,Author
1536,Ariana Tang,Author
1536,Mark A. Kramer,Author
1536,Eric D. Kolaczyk,Author
1536,Classical Percolation,Topic
1536,Explosive Percolation,Topic
1536,Noise In Observations,Topic
1536,Hidden Markov Graph Model,Topic
1536,Discriminatory Power,Topic
1537,Spatial Neural Networks And Their Functional Samples: Similarities And Differences,Paper
1537,Neural Networks,Topic
1537,Functional Networks,Topic
1537,Mesoscopic Network Dynamics,Topic
1537,Microscopic Network Structure,Topic
1537,Eeg,Topic
1538,Neuroscience,Topic
1538,Neuroimaging Technologies,Topic
1538,Diffusion Tensor Imaging,Topic
1538,Structural Graphs,Topic
1538,Functional Graphs,Topic
1538,Functional Connectivity,Topic
1538,Cassiano O. Becker,Author
1538,Sergio Pequito,Author
1538,George J. Pappas,Author
1538,Michael B. Miller,Author
1538,Scott T. Grafton,Author
1538,Danielle S. Bassett,Author
1538,Victor M. Preciado,Author
1538,Cognitive Systems,Topic
1538,Clinical Populations,Topic
1538,Developmental Populations,Topic
1539,Rt-Fmri,Topic
1539,Decnef,Topic
1539,Aurelio Cortese,Author
1539,Kaoru Amano,Author
1539,Ai Koizumi,Author
1539,Hakwan Lau,Author
1539,Mitsuo Kawato,Author
1540,Contemporary Systems Biology,Topic
1540,Network,Topic
1540,Molecular Species,Topic
1540,Cellular Species,Topic
1540,Organismal Species,Topic
1540,Graph Of Dependencies,Topic
1540,High-Throughput Data Acquisition Technologies,Topic
1540,Genomics,Topic
1540,Metabolomics,Topic
1540,Neuroscience,Topic
1540,Reverse-Engineering,Topic
1540,System Architectures,Topic
1540,Predictions,Topic
1540,Drug Discovery,Topic
1540,Disease Treatment,Topic
1540,Network Inference Algorithms,Topic
1540,Joseph L. Natale,Author
1540,David Hofmann,Author
1540,Damian G. Hern·ndez,Author
1540,Ilya Nemenman,Author
1541,Morphospace Of Consciousness,Topic
1541,Xerxes D. Arsiwalla,Author
1541,Ricard Sole,Author
1541,Clement Moulin-Frier,Author
1541,Ivan Herreros,Author
1541,Marti Sanchez-Fibla,Author
1541,Paul Verschure,Author
1541,Autonomous Complexity,Topic
1541,Cognitive Complexity,Topic
1541,Social Complexity,Topic
1541,Biological Consciousness,Topic
1541,Synthetic Consciousness,Topic
1541,Group Consciousness,Topic
1541,Simulated Consciousness,Topic
1541,Conscious Systems,Topic
1541,Synthetic Systems,Topic
1541,Artificially Intelligent Machines,Topic
1541,Synthetically Engineered Life Forms,Topic
1541,Cognitive Robotics,Topic
1541,Evolutionary Game-Theoretic Strategy,Topic
1541,Comparative Signatures Of Consciousness,Topic
1541,Design Principles For Conscious Machines,Topic
1541,Cognitive Neuroscience,Topic
1541,Biomedical Engineering,Topic
1541,Biomimetics,Topic
1542,Electroencephalogram (Eeg),Topic
1542,Wavelet Packet Transform Followed By Independent Component Analysis (Wptica),Topic
1542,Wavelet Packet Transform Followed By Empirical Mode Decomposition (Wptemd),Topic
1542,Root Mean Square Error (Rmse),Topic
1542,Artifact To Signal Ratio (Asr),Topic
1542,Enobio,Topic
1542,Valentina Bono,Author
1542,Saptarshi Das,Author
1542,Wasifa Jamal,Author
1542,Koushik Maharatna,Author
1542,Hybrid Wavelet And Emd/Ica Approach For Artifact Suppression In Pervasive Eeg,Paper
1543,Independent Component Analysis,Topic
1543,Hint,Paper
1543,Joshua Lukemire,Author
1543,Yikai Wang,Author
1543,Amit Verma,Author
1543,Ying Guo,Author
1544,Diffusion Imaging,Topic
1544,Neuroscience,Topic
1544,Mri,Topic
1544,Deep Learning Residual Network,Topic
1544,Spherical Harmonic Residual Network For Diffusion Signal Harmonization,Paper
1545,Biomechanic And Motor Control Models,Topic
1545,Bipedal Robots,Topic
1545,Human Locomotion,Topic
1545,Potential Energy Model,Topic
1545,Task-Space Planner,Topic
1545,Rehabilitation Robotics,Topic
1545,Computational Neuroscience,Topic
1545,Centre Of Mass (Com) Trajectories,Topic
1545,Foot Swing Trajectories,Topic
1545,Base Of Support (Bos),Topic
1545,Carlo Tiseo,Author
1545,Kalyana C Veluvolu,Author
1545,Wei Tech Ang,Author
1546,Alzheimer'S Disease,Topic
1546,Core-Periphery Structure,Topic
1546,Dwi,Topic
1546,Fmri,Topic
1546,Meg,Topic
1546,Cognitive Impairment,Topic
1546,Memory Impairment,Topic
1546,Jeremy Guillon,Author
1546,Mario Chavez,Author
1546,Federico Battiston,Author
1546,Yohan Attal,Author
1546,Valentina La Corte,Author
1546,Michel Thiebaut De Schotten,Author
1546,Bruno Dubois,Author
1546,Denis Schwartz,Author
1546,Olivier Colliot,Author
1546,Fabrizio De Vico Fallani,Author
1547,Dynamic Causal Modelling (Dcm),Topic
1547,Fmri,Topic
1547,Parametric Empirical Bayes,Topic
1547,Peter Zeidman,Author
1547,Amirhossein Jafarian,Author
1547,NadËge Corbin,Author
1547,Mohamed L. Seghier,Author
1547,Adeel Razi,Author
1547,Cathy J. Price,Author
1547,Karl J. Friston,Author
1548,Multi-Articulate Prostheses,Topic
1548,Modified Kalman Filter (Mkf),Topic
1548,Deka 'Luke' Arm,Topic
1548,Neural Firing Rates,Topic
1548,Utah Slanted Electrode Arrays,Topic
1548,Intramuscular Electromyographic (Emg) Recordings,Topic
1548,Jacob A. George,Author
1548,Tyler S. Davis,Author
1548,Mark R. Brinton,Author
1548,Gregory A. Clark,Author
1549,T2-Buda-Gslider,Topic
1549,Xiaozhi Cao,Author
1549,Congyu Liao,Author
1549,Zijing Zhang,Author
1549,Siddharth Srinivasan Iyer,Author
1549,Kang Wang,Author
1549,Hongjian He,Author
1549,Huafeng Liu,Author
1549,Kawin Setsompop,Author
1549,Jianhui Zhong,Author
1549,Berkin Bilgic,Author
1550,Working Memory,Topic
1550,Central Executive Function,Topic
1550,Event-Related Potential,Topic
1550,Pankaj,Author
1550,Jamuna Rajeswaran,Author
1550,Divya Sadana,Author
1550,Thirty Healthy Educated Subjects,Paper
1550,Inhibition And Set-Shifting Tasks In Central Executive Function Of Working Memory: An Event-Related Potential (Erp) Study,Paper
1551,Adaptive Behavior,Topic
1551,Cognitive Agents,Topic
1551,Environmental Demands,Topic
1551,Information Processing,Topic
1551,Bayesian Model,Topic
1551,Wisconsin Card Sorting Test,Topic
1551,Bayesian Brain Theory,Topic
1551,Marco D'Alessandro,Author
1551,Stefan T. Radev,Author
1551,Andreas Voss,Author
1551,Luigi Lombardi,Author
1552,Transcranial Magnetic Stimulation (Tms),Topic
1552,Computational Dosimetry,Topic
1552,Jose Gomez-Tames,Author
1552,Ilkka Laakso,Author
1552,Akimasa Hirata,Author
1552,Review On Biophysical Modelling And Simulation Studies For Transcranial Magnetic Stimulation,Paper
1553,Fiber Tractography,Topic
1553,Diffusion Magnetic Resonance Imaging,Topic
1553,Dmri,Topic
1553,Tomer Weiss,Author
1553,Sanketh Vedula,Author
1553,Ortal Senouf,Author
1553,Oleg Michailovich,Author
1553,Alex Bronstein,Author
1553,Human Connectome Project,Topic
1554,Desire-Motivation Model,Topic
1554,Recurrent Gating Desire-Motivation Model,Topic
1554,Ventral Tegmental Area,Topic
1554,Individual Personality,Topic
1554,Depressive Disorder,Topic
1554,Yu Liu,Author
1554,Yinghong Zhao,Author
1554,Mo Chen,Author
1555,Epileptic Seizures,Topic
1555,Percolation,Topic
1555,Random Graph Hidden Markov Models,Topic
1555,Xiaojing Zhu,Author
1555,Heather Shappell,Author
1555,Mark A. Kramer,Author
1555,Catherine J. Chu,Author
1555,Eric D. Kolaczyk,Author
1556,Diffusion Magnetic Resonance Imaging,Topic
1556,Noddi Model,Topic
1556,Microstructure Estimation Using A Deep Network,Paper
1556,Amico Algorithm,Topic
1556,Brain Dmri Scans,Topic
1557,Evidence-Based Medicine,Topic
1557,Cultural Biases,Topic
1557,Invasive Mechanical Ventilatory Therapy,Topic
1557,Retrospective Observational Study,Paper
1557,Adult General Intensive Care Unit,Topic
1557,Specialist Neurosciences Intensive Care Unit,Topic
1557,Paediatric Intensive Care Unit,Topic
1557,Tertiary Referral Hospital,Topic
1557,Peep,Topic
1557,Rr,Topic
1557,Pinsp,Topic
1557,Monte Carlo Method,Topic
1557,Superstitions,Topic
1557,Number 13,Topic
1558,Functional Magnetic Resonance Imaging,Topic
1558,Functional Connectivity,Topic
1558,Multiple-View Clustering Method,Topic
1558,Wishart Mixture Models,Topic
1558,Tomoki Tokuda,Author
1558,Okito Yamashita,Author
1558,Junichiro Yoshimoto,Author
1559,Few-Shot Learning,Topic
1559,Graph Neural Networks,Topic
1559,One-Shot Learning,Topic
1559,Connectional Brain Template,Topic
1559,Umut Guvercin,Author
1559,Mohammed Amine Gharsallaoui,Author
1559,Islem Rekik,Author
1559,One-Representative Cbt,Topic
1559,Brain Connectivity Classification,Topic
1559,Evolution Prediction,Topic
1559,Https://Github.Com/Basiralab/One-Representative-Shot-Learning,Topic
1560,Mental Health Research,Topic
1560,Brain Function Measures,Topic
1560,Mental Health Disorders,Topic
1560,Data-Driven Analyses,Topic
1560,Population-Level Datasets,Topic
1560,Canonical Correlation Analysis (Cca),Topic
1560,Resting-State Mri Functional Connectivity,Topic
1560,Subject Measures Of Cognition And Behavior,Topic
1560,Well-Being,Topic
1560,Developmental Dataset,Topic
1560,Primary Cca Mode,Topic
1560,Variance Explained,Topic
1560,Neurotypical Relationship,Topic
1560,Nikhil Goyal,Author
1560,Dustin Moraczewski,Author
1560,Peter A. Bandettini,Author
1560,Emily S. Finn,Author
1560,Adam G. Thomas,Author
1560,Smith Et Al. 2015,Paper
1561,Optical Neuroimaging,Topic
1561,Functional Near-Infrared Spectroscopy (Fnirs),Topic
1561,Deep Learning (Dl),Topic
1561,Brain-Computer Interface,Topic
1561,Neuro-Impairment Diagnosis,Topic
1561,Neuroscience Discovery,Topic
1561,Condell Eastmond,Author
1561,Aseem Subedi,Author
1561,Suvranu De,Author
1561,Xavier Intes,Author
1561,Deep Learning In Fnirs: A Review,Paper
1562,Graph Neural Networks,Topic
1562,Medical Imaging,Topic
1562,Network Neuroscience,Topic
1562,Autism,Topic
1562,Federated Learning,Topic
1562,Mehmet Yigit Balik,Author
1562,Arwa Rekik,Author
1562,Islem Rekik,Author
1562,Reproducibility Of Federated Gnn Models,Topic
1562,Connectomic Datasets,Topic
1562,Https://Github.Com/Basiralab/Reproduciblefedgnn,Paper
1563,Effective Connectivity,Topic
1563,Neural Perturbational Inference,Topic
1563,Zixiang Luo,Author
1563,Kaining Peng,Author
1563,Zhichao Liang,Author
1563,Shengyuan Cai,Author
1563,Chenyu Xu,Author
1563,Dan Li,Author
1563,Yu Hu,Author
1563,Changsong Zhou,Author
1563,Quanying Liu,Author
1564,Explainable Brain Age Prediction Using Covariance Neural Networks,Paper
1564,Saurabh Sihag,Author
1564,Gonzalo Mateos,Author
1564,Corey Mcmillan,Author
1564,Alejandro Ribeiro,Author
1564,Computational Neuroscience,Topic
1564,Brain Age,Topic
1564,Brain Age Gap,Topic
1564,Alzheimer'S Disease,Topic
1564,Machine Learning Algorithms,Topic
1564,Brain Imaging Data,Topic
1564,Cortical Thickness Features,Topic
1564,Vnn,Topic
1564,Anatomical Covariance Matrix,Topic
1565,Immunotherapy,Topic
1565,Fda Approval,Topic
1565,Cancer Treatment,Topic
1565,Nikita Vladimirov,Author
1565,Or Perlman,Author
1565,Magnetic Resonance Imaging,Topic
1565,Molecular Mri,Topic
1565,Artificial Intelligence,Topic
1565,Preclinical Studies,Topic
1565,Clinical Studies,Topic
1566,Gaussian Processes,Topic
1566,Rvgp,Paper
1566,Robert L. Peach,Author
1566,Matteo Vinao-Carl,Author
1566,Nir Grossman,Author
1566,Michael David,Author
1566,Emma Mallas,Author
1566,David Sharp,Author
1566,Paresh A. Malhotra,Author
1566,Pierre Vandergheynst,Author
1566,Adam Gosztolai,Author
1567,Electroencephalographic (Eeg) Signals,Topic
1567,Eeg Denoising Model,Topic
1567,Eegdenoisenet Dataset,Topic
1567,Matteo Gabardi,Author
1567,Aurora Saibene,Author
1567,Francesca Gasparini,Author
1567,Daniele Rizzo,Author
1567,Fabio Antonio Stella,Author
1568,Joint Alignment Of Multivariate Quasi-Periodic Functional Data Using Deep Learning,Paper
1568,Vi Thanh Pham,Author
1568,Jonas Bille Nielsen,Author
1568,Klaus Fuglsang Kofoed,Author
1568,J¯rgen Tobias K¸hl,Author
1568,Andreas Kryger Jensen,Author
1568,Signal Processing,Topic
1568,Neuroscience,Topic
1568,Medicine,Topic
1568,Wearable Devices,Topic
1568,Deep Neural Networks,Topic
1568,Fisher-Rao Metric,Topic
1568,Electrocardiogram,Topic
1569,Diffusion Mri With Machine Learning,Paper
1569,Dmri,Topic
1569,Machine Learning,Topic
1570,Electroencephalogram (Eeg),Topic
1570,Filter Average Short-Term (Fast) Functional Connectivity,Topic
1570,Visual Short Term Memory (Vstm),Topic
1570,Event-Related Potentials (Erps),Topic
1570,Alzheimer'S Disease,Topic
1570,Om Roy,Author
1570,Yashar Moshfeghi,Author
1570,Agustin Ibanez,Author
1570,Francisco Lopera,Author
1570,Mario A Parra,Author
1570,Keith M Smith,Author
1571,Brain-Computer Interface (Bci) Systems,Topic
1571,Severely Disabled Individuals,Topic
1571,Deep Learning And Riemannian Geometry-Based Classification Models,Topic
1571,Motor Imagery (Mi) Based Bci,Topic
1571,Electroencephalography (Eeg),Topic
1571,Optimal Transport Theory-Based Approach,Topic
1571,Earth Mover'S Distance (Emd),Topic
1571,Explainable Ai (Xai) Techniques,Topic
1571,Riemannian Geometry-Based Classifier,Paper
1571,Eegnet,Paper
1571,Eeg Conformer,Paper
1571,Param Rajpura,Author
1571,Hubert Cecotti,Author
1571,Yogesh Kumar Meena,Author
1572,Endovascular Brain-Computer Interfaces (Ebcis),Topic
1572,Wireless Data And Power Transmission,Topic
1572,Endovascular Electrocorticography (Ecog),Topic
1572,Sensing Stent,Topic
1572,Optical Telemetry Module,Topic
1572,Focused Ultrasound (Fus) Power Transfer System,Topic
1572,Zhangyu Xu,Author
1572,Majid Khazaee,Author
1572,Nhan Duy Truong,Author
1572,Deniel Havenga,Author
1572,Armin Nikpour,Author
1572,Arman Ahnood,Author
1572,Omid Kavehei,Author
1573,Local Field Potential (Lfp),Topic
1573,Nucleus Accumbens,Topic
1573,Hippocampus,Topic
1573,Morphine,Topic
1573,Natural Food,Topic
1573,Long Short Term Memory (Lstm),Topic
1573,Echo State Network (Esn),Topic
1573,Deep Echo State Network (Deepesn),Topic
1573,Radial Basis Function (Rbf),Topic
1573,Local Linear Model Tree (Llm),Topic
1573,Lolimot,Topic
1573,Maedeh Sadeghi,Author
1573,Mahdi Aliyari Shoorehdeli,Author
1573,Shole Jamali,Author
1573,Abbas Haghparast,Author
1573,A Global Data-Driven Model For The Hippocampus And Nucleus Accumbens Of Rat From The Local Field Potential Recordings (Lfp),Paper
1574,Loci-Diffcom,Paper
1574,Zihao Zhu,Author
1574,Tianli Tao,Author
1574,Yitian Tao,Author
1574,Haowen Deng,Author
1574,Xinyi Cai,Author
1574,Gaofeng Wu,Author
1574,Kaidong Wang,Author
1574,Haifeng Tang,Author
1574,Lixuan Zhu,Author
1574,Zhuoyang Gu,Author
1574,Jiawei Huang,Author
1574,Dinggang Shen,Author
1574,Han Zhang,Author
1575,Electroencephalogram (Eeg) Technology,Topic
1575,High-Density Eeg (Hd Eeg) Devices,Topic
1575,Neuroscience,Topic
1575,Epilepsy Focus Localization,Topic
1575,Spatio-Temporal Adaptive Diffusion Models (Stad),Topic
1575,Low-Resolution Eeg,Topic
1575,High-Resolution Eeg,Topic
1575,Multi-Scale Transformer Denoising Module,Topic
1575,Tong Zhou,Author
1575,Shuqiang Wang,Author
1576,Electroencephalography (Eeg),Topic
1576,Eegnet,Topic
1576,Quantum-Eegnet (Qeegnet),Paper
1576,Bci Competition Iv 2A,Topic
1577,T-Fake Dataset,Topic
1577,Philipp Flotho,Author
1577,Moritz Piening,Author
1577,Anna Kukleva,Author
1577,Gabriele Steidl,Author
1577,Rgb2Thermal Loss Function,Topic
1577,Probabilistic Landmark Prediction,Topic
1577,Label Adaptation Networks,Topic
1578,Diffusion Tensor Imaging (Dti),Topic
1578,Dodti,Topic
1578,Jialong Li,Author
1578,Zhicheng Zhang,Author
1578,Yunwei Chen,Author
1578,Qiqi Lu,Author
1578,Ye Wu,Author
1578,Xiaoming Liu,Author
1578,Qianjin Feng,Author
1578,Yanqiu Feng,Author
1578,Xinyuan Zhang,Author
1579,Neural Transcoding Vision Transformer,Topic
1579,Romeo Lanzino,Author
1579,Federico Fontana,Author
1579,Luigi Cinque,Author
1579,Francesco Scarcello,Author
1579,Atsuto Maki,Author
1579,Domain Matching,Topic
1580,Multimodal Brain Magnetic Resonance Imaging,Topic
1580,Tumsyn,Paper
1581,Hyperbrain,Topic
1581,Sadaf Sadeghian,Author
1581,Xiaoxiao Li,Author
1581,Margo Seltzer,Author
1581,Autism Spectrum Disorder,Topic
1581,Attention Deficit Hyperactivity Disorder,Topic
1582,Block-Term Tensor Regression,Topic
1582,Federated Block-Term Tensor Regression,Topic
1582,Healthcare,Topic
1582,Neuroscience,Topic
1582,Finger Movement Decoding,Topic
1582,Heart Disease Prediction,Topic
1582,Axel Faes,Author
1582,Ashkan Pirmani,Author
1582,Yves Moreau,Author
1582,Liesbet M. Peeters,Author
1583,Brain Dynamics,Topic
1583,Fractal Geometry,Topic
1583,Eeg,Topic
1583,Lucas G. S. FranÁa,Author
1583,JosÈ G. V. Miranda,Author
1583,Marco Leite,Author
1583,Niraj K. Sharma,Author
1583,Matthew C. Walker,Author
1583,Louis Lemieux,Author
1583,Yujiang Wang,Author
1583,Chhabra-Jensen Algorithm,Topic
1584,Fmri Data Collection And Analysis,Topic
1584,Functional Brain Imaging,Topic
1584,Quality Control (Qc) Process,Topic
1584,Flag-Qc,Topic
1584,Matthew Kollada,Author
1584,Qingzhu Gao,Author
1584,Monika S Mellem,Author
1584,Tathagata Banerjee,Author
1584,William J Martin,Author
1585,Major Depressive Disorder,Topic
1585,Nils R. Winter,Author
1585,Ramona Leenings,Author
1585,Jan Ernsting,Author
1585,Kelvin Sarink,Author
1585,Lukas Fisch,Author
1585,Daniel Emden,Author
1585,Julian Blanke,Author
1585,Janik Goltermann,Author
1585,Nils Opel,Author
1585,Carlotta Barkhau,Author
1585,Susanne Meinert,Author
1585,Katharina Dohm,Author
1585,Jonathan Repple,Author
1585,Marco Mauritz,Author
1585,Marius Gruber,Author
1585,Elisabeth J. Leehr,Author
1585,Dominik Grotegerd,Author
1585,Ronny Redlich,Author
1585,Andreas Jansen,Author
1585,Igor Nenadic,Author
1585,Markus Nˆthen,Author
1585,Andreas Forstner,Author
1585,Marcella Rietschel,Author
1585,Joachim Groﬂ,Author
1585,Jochen Bauer,Author
1585,Walter Heindel,Author
1585,Till Andlauer,Author
1585,Simon Eickhoff,Author
1585,Tilo Kircher,Author
1585,Udo Dannlowski,Author
1585,Tim Hahn,Author
1585,Neuroimaging Modalities,Topic
1585,Healthy Controls,Topic
1585,Participants,Topic
1585,Polygenic Risk Score,Topic
1585,Environmental Variables,Topic
1585,Biological Psychiatry,Topic
1585,Computational Psychiatry,Topic
1585,Multivariate Machine Learning,Topic
1585,Ecologically Valid Phenotyping,Topic
1586,Magnetic Resonance Imaging,Topic
1586,Radiofrequency Excitation,Topic
1586,Biophysical Data,Topic
1586,Mri Contrasts,Topic
1586,Rf Sequences,Topic
1586,Vision Transformer-Based Framework,Topic
1586,Spatiotemporal Magnetic Signal Evolution,Topic
1586,Brain Tissue Response,Topic
1586,Mri On A Chip,Topic
1586,Calibration Scan,Topic
1586,Image Contrasts,Topic
1586,Molecular Composition,Topic
1586,Human Brain Tissue,Topic
1586,Dinor Nagar,Author
1586,Moritz Zaiss,Author
1586,Or Perlman,Author
1586,Deepmonc,Topic
1586,Cancer Patient,Topic
1586,Healthy Subjects,Topic
1586,Imaging Sites,Topic
1586,Alternative Protocols,Topic
1587,Teaching Computational Neuroscience,Topic
1587,PÈter …rdi,Author
1587,Three New Textbooks,Paper
1588,Fabian,Topic
1588,HÈlËne Lajous,Author
1588,Christopher W. Roy,Author
1588,Tom Hilbert,Author
1588,Priscille De Dumast,Author
1588,SÈbastien Tourbier,Author
1588,Yasser Alem·n-GÛmez,Author
1588,JÈrÙme Yerly,Author
1588,Thomas Yu,Author
1588,Hamza Kebiri,Author
1588,Kelly Payette,Author
1588,Jean-Baptiste Ledoux,Author
1588,Reto Meuli,Author
1588,Patric Hagmann,Author
1588,Andras Jakab,Author
1588,Vincent Dunet,Author
1588,MÈriam Koob,Author
1588,Tobias Kober,Author
1588,Matthias Stuber,Author
1588,Meritxell Bach Cuadra,Author
1589,Tailored Patient Information (Tpi) Systems,Topic
1589,Natural-Language Generation (Nlg) Community,Topic
1589,Medical Community,Topic
1589,Asthma-Information Booklets,Topic
1589,Smoking-Cessation Letters,Topic
1589,Ehud Reiter,Author
1589,Liesl Osman,Author
1589,Tailored Patient Information: Some Issues And Questions,Paper
1590,Generalized PÛlya Urn,Topic
1590,Sequential Estimation-Adjusted Urn Model,Topic
1590,Li-X. Zhang,Author
1590,Feifang Hu,Author
1590,Siu Hung Cheung,Author
1591,Bayesian Transformation Hazard Models,Topic
1591,Gousheng Yin,Author
1591,Joseph G. Ibrahim,Author
1592,"Fatigue, Sleepiness And Disturbed Sleep",Topic
1592,Electrophysiology,Topic
1592,Enobio,Topic
1592,G. Ruffini,Author
1592,S. Dunne,Author
1592,L. Fuentemilla,Author
1592,C. Grau,Author
1592,E. Farres,Author
1592,J. Marco-Pallares,Author
1592,P. C. P. Watts,Author
1592,S. R. P. Silva,Author
1593,Cell Cycling Models Of Carcinogenesis: A Complex Systems Analysis,Paper
1593,V. I. Prisecaru,Author
1593,I. C. Baianu,Author
1593,Carcinogenesis,Topic
1593,Cyclins,Topic
1593,Tp53,Topic
1593,Thomsen-Friedenreich Antigen,Topic
1593,Rb,Topic
1593,Mdm2,Topic
1593,C-Myc,Topic
1593,P21,Topic
1593,P27,Topic
1593,Bax,Topic
1593,Bad,Topic
1593,Bcl-2,Topic
1594,Drug Effectiveness,Topic
1594,Patient Compliance,Topic
1594,Latent Factors,Topic
1594,Quantum Processes,Topic
1594,Dominik Janzing,Author
1594,Thomas Beth,Author
1595,Biology As An Emergent Science,Paper
1595,Biological System,Topic
1595,Young'S Model,Topic
1595,Cancer Cachexia,Topic
1596,Neural Networks In 3D Medical Scan Visualization,Paper
1596,Andreas Elsner,Author
1596,Gitta Domik,Author
1597,Friedman'S Urn Model,Topic
1597,Multi-Dimensional Gaussian Process,Topic
1597,Stochastic Differential Equation,Topic
1597,Asymptotic Normality,Topic
1597,Law Of The Iterated Logarithm,Topic
1597,Randomized-Play-The-Winner Rule,Topic
1597,Li-Xin Zhang,Author
1597,Feifang Hu,Author
1597,Gaussian Approximation For Multi-Color Generalized Friedman'S Urn Model,Paper
1598,Inference For Censored Quantile Regression Models In Longitudinal Studies,Paper
1599,Spatio-Temporal Structuring Of Brain Activity - Description Of Interictal Eeg In Paediatric Frontal Lobe Epilepsy,Paper
1600,Nonparametric Methodology For The Time-Dependent Partial Area Under The Roc Curve,Paper
1600,Hung Hung,Author
1600,Chin-Tsang Chiang,Author
1600,Roc Curve,Topic
1600,Pauc,Topic
1600,Biomarker,Topic
1600,Aids Clinical Trials Group (Actg) 175 Study,Topic
1601,Arch. Gen. Psychiatry 66 (2009) 128--133,Paper
1601,Individualized Treatment Rule,Topic
1601,Clinical Trial Data,Topic
1601,L_1-Penalized Least Squares,Topic
1601,Min Qian,Author
1601,Susan A. Murphy,Author
1602,Functional Uniform Priors For Nonlinear Modelling,Paper
1603,Sequential Monitoring In Clinical Trials,Topic
1603,Randomization-Based Context,Topic
1603,Conditional Tests,Topic
1603,Information Fraction,Topic
1603,Efron'S Biased Coin Design,Topic
1603,Victoria Plamadeala,Author
1603,William F. Rosenberger,Author
