docid,title,summary,url,authors
388,Oncology Dose Finding Using Approximate Bayesian Computation Design,"In the development of new cancer treatment, an essential step is to determine
the maximum tolerated dose (MTD) via phase I clinical trials. Generally
speaking, phase I trial designs can be classified as either model-based or
algorithm-based approaches. Model-based phase I designs are typically more
efficient by using all observed data, while there is a potential risk of model
misspecification that may lead to unreliable dose assignment and incorrect MTD
identification. In contrast, most of the algorithm-based designs are less
efficient in using cumulative information, because they tend to focus on the
observed data in the neighborhood of the current dose level for dose movement.
To use the data more efficiently yet without any model assumption, we propose a
novel approximate Bayesian computation (ABC) approach for phase I trial design.
Not only is the ABC design free of any dose--toxicity curve assumption, but it
can also aggregate all the available information accrued in the trial for dose
assignment. Extensive simulation studies demonstrate its robustness and
efficiency compared with other phase I designs. We apply the ABC design to the
MEK inhibitor selumetinib trial to demonstrate its satisfactory performance.
The proposed design can be a useful addition to the family of phase I clinical
trial designs due to its simplicity, efficiency and robustness.",http://arxiv.org/abs/2203.00173v1,"Huaqing Jin, Wenbin Du, Guosheng Yin"
389,Vaccine efficacy for binary post-infection outcomes under misclassification without monotonicity,"In order to meet regulatory approval, pharmaceutical companies often must
demonstrate that new vaccines reduce the total risk of a post-infection outcome
like transmission, symptomatic disease, severe illness, or death in randomized,
placebo-controlled trials. Given that infection is a necessary precondition for
a post-infection outcome, one can use principal stratification to partition the
total causal effect of vaccination into two causal effects: vaccine efficacy
against infection, and the principal effect of vaccine efficacy against a
post-infection outcome in the patients that would be infected under both
placebo and vaccination. Despite the importance of such principal effects to
policymakers, these estimands are generally unidentifiable, even under strong
assumptions that are rarely satisfied in real-world trials. We develop a novel
method to nonparametrically point identify these principal effects while
eliminating the monotonicity assumption and allowing for measurement error.
Furthermore, our results allow for multiple treatments, and are general enough
to be applicable outside of vaccine efficacy. Our method relies on the fact
that many vaccine trials are run at geographically disparate health centers,
and measure biologically-relevant categorical pretreatment covariates. We show
that our method can be applied to a variety of clinical trial settings where
vaccine efficacy against infection and a post-infection outcome can be jointly
inferred. This can yield new insights from existing vaccine efficacy trial data
and will aid researchers in designing new multi-arm clinical trials.",http://arxiv.org/abs/2211.16502v5,"Rob Trangucci, Yang Chen, Jon Zelner"
390,Information-adaptive clinical trials: a selective recruitment design,"We propose a novel adaptive design for clinical trials with time-to-event
outcomes and covariates (which may consist of or include biomarkers). Our
method is based on the expected entropy of the posterior distribution of a
proportional hazards model. The expected entropy is evaluated as a function of
a patient's covariates, and the information gained due to a patient is defined
as the decrease in the corresponding entropy. Candidate patients are only
recruited onto the trial if they are likely to provide sufficient information.
Patients with covariates that are deemed uninformative are filtered out. A
special case is where all patients are recruited, and we determine the optimal
treatment arm allocation. This adaptive design has the advantage of potentially
elucidating the relationship between covariates, treatments, and survival
probabilities using fewer patients, albeit at the cost of rejecting some
candidates. We assess the performance of our adaptive design using data from
the German Breast Cancer Study group and numerical simulations of a biomarker
validation trial.",http://arxiv.org/abs/1502.03813v3,James E Barrett
391,Combining Survival Trials Using Aggregate Data Based on Misspecified Models,"The treatment effects of the same therapy observed from multiple clinical
trials can often be very different. Yet the patient characteristics accounting
for these differences may not be identifiable in real world practice. There
needs to be an unbiased way to combine the results from multiple trials and
report the overall treatment effect for the general population during the
development and validation of a new therapy. The non-linear structure of the
maximum partial likelihood estimates for the (log) hazard ratio defined with a
Cox proportional hazard model leads to challenges in the statistical analyses
for combining such clinical trials. In this paper, we formulated the expected
overall treatment effects using various modeling assumptions. Thus we are
proposing efficient estimates and a version of Wald test for the combined
hazard ratio using only aggregate data. Interpretation of the methods are
provided in the framework of robust data analyses involving misspecified
models.",http://arxiv.org/abs/1503.05852v1,"Tinghui Yu, Yabing Mai, Sherry Liu, Xiaofei Hu"
392,A Stopped Negative Binomial Distribution,"This paper introduces a new discrete distribution suggested by curtailed
sampling rules common in early-stage clinical trials. We derive the
distribution of the smallest number of independent Bernoulli(p) trials needed
in order to observe either s successes or t failures. The closed form
expression for the distribution as well as the compound distribution are
derived. Properties of the distribution are shown and discussed. A case study
is presented showing how the distribution can be used to monitor sequential
enrollment of clinical trials with binary outcomes as well as providing
post-hoc analysis of completed trials.",http://arxiv.org/abs/1508.01264v8,"Michelle DeVeaux, Michael J Kane, Daniel Zelterman"
393,Information-adaptive clinical trials with selective recruitment and binary outcomes,"Selective recruitment designs preferentially recruit individuals that are
estimated to be statistically informative onto a clinical trial. Individuals
that are expected to contribute less information have a lower probability of
recruitment. Furthermore, in an information-adaptive design recruits are
allocated to treatment arms in a manner that maximises information gain. The
informativeness of an individual depends on their covariate (or biomarker)
values and how information is defined is a critical element of
information-adaptive designs. In this paper we define and evaluate four
different methods for quantifying statistical information. Using both
experimental data and numerical simulations we show that selective recruitment
designs can offer a substantial increase in statistical power compared to
randomised designs. In trials without selective recruitment we find that
allocating individuals to treatment arms according to information-adaptive
protocols also leads to an increase in statistical power. Consequently,
selective recruitment designs can potentially achieve successful trials using
fewer recruits thereby offering economic and ethical advantages.",http://arxiv.org/abs/1509.01058v3,James E Barrett
394,AAA: Triple-adaptive Bayesian designs for the identification of optimal dose combinations in dual-agent dose-finding trials,"We propose a flexible design for the identification of optimal dose
combinations in dual-agent dose-finding clinical trials. The design is called
AAA, standing for three adaptations: adaptive model selection, adaptive dose
insertion, and adaptive cohort divi- sion. The adaptations highlight the need
and opportunity for innovation for dual-agent dose finding, and are supported
by the numerical results presented in the proposed simulation studies. To our
knowledge, this is the first design that allows for all three adaptations at
the same time. We find that AAA improves the statistical inference, enhances
the chance of finding the optimal dose combinations, and shortens the trial
duration. A clinical trial is being planned to apply the AAA design.",http://arxiv.org/abs/1706.03278v1,"Jiaying Lyu, Yuan Ji, Naiqing Zhao, Daniel V T Catenacci"
395,Power Priors Based on Multiple Historical Studies for Binary Outcomes,"Incorporating historical information into the design and analysis of a new
clinical trial has been the subject of much recent discussion. For example, in
the context of clinical trials of antibiotics for drug resistant infections,
where patients with specific infections can be difficult to recruit, there is
often only limited and heterogeneous information available from the historical
trials. To make the best use of the combined information at hand, we consider
an approach based on the multiple power prior which allows the prior weight of
each historical study to be chosen adaptively by empirical Bayes. This choice
of weight has advantages in that it varies commensurably with differences in
the historical and current data and can choose weights near 1 if the data from
the corresponding historical study are similar enough to the data from the
current study. Fully Bayesian approaches are also considered. The methods are
applied to data from antibiotics trials. An analysis of the operating
characteristics in a binomial setting shows that the proposed empirical Bayes
adaptive method works well, compared to several alternative approaches,
including the meta-analytic prior.",http://arxiv.org/abs/1708.08239v3,"Isaac Gravestock, Leonhard Held"
396,Interim recruitment prediction for multi-centre clinical trials,"We introduce a general framework for monitoring, modelling, and predicting
the recruitment to multi-centre clinical trials. The work is motivated by
overly optimistic and narrow prediction intervals produced by existing
time-homogeneous recruitment models for multi-centre recruitment. We first
present two tests for detection of decay in recruitment rates, together with a
power study. We then introduce a model based on the inhomogeneous Poisson
process with monotonically decaying intensity, motivated by recruitment trends
observed in oncology trials. The general form of the model permits adaptation
to any parametric curve-shape. A general method for constructing sensible
parameter priors is provided and Bayesian model averaging is used for making
predictions which account for the uncertainty in both the parameters and the
model. The validity of the method and its robustness to misspecification are
tested using simulated datasets. The new methodology is then applied to
oncology trial data, where we make interim accrual predictions, comparing them
to those obtained by existing methods, and indicate where unexpected changes in
the accrual pattern occur.",http://arxiv.org/abs/1910.07965v4,"Szymon Urbas, Chris Sherlock, Paul Metcalfe"
397,Statistical Issues and Recommendations for Clinical Trials Conducted During the COVID-19 Pandemic,"The COVID-19 pandemic has had and continues to have major impacts on planned
and ongoing clinical trials. Its effects on trial data create multiple
potential statistical issues. The scale of impact is unprecedented, but when
viewed individually, many of the issues are well defined and feasible to
address. A number of strategies and recommendations are put forward to assess
and address issues related to estimands, missing data, validity and
modifications of statistical analysis methods, need for additional analyses,
ability to meet objectives and overall trial interpretability.",http://arxiv.org/abs/2005.10248v1,"R Daniel Meyer, Bohdana Ratitch, Marcel Wolbers, Olga Marchenko, Hui Quan, Daniel Li, Chrissie Fletcher, Xin Li, David Wright, Yue Shentu, Stefan Englert, Wei Shen, Jyotirmoy Dey, Thomas Liu, Ming Zhou, Norman Bohidar, PengLiang Zhao, Michael Hale"
398,Survival analysis under non-proportional hazards: investigating non-inferiority or equivalence in time-to-event data,"The classical approach to analyze time-to-event data, e.g. in clinical
trials, is to fit Kaplan-Meier curves yielding the treatment effect as the
hazard ratio between treatment groups. Afterwards commonly a log-rank test is
performed in order to investigate whether there is a difference in survival,
or, depending on additional covariates, a Cox proportional hazard model is
used. However, in numerous trials these approaches fail due to the presence of
non-proportional hazards, resulting in difficulties of interpreting the hazard
ratio and a loss of power. When considering equivalence or non-inferiority
trials, the commonly performed log-rank based tests are similarly affected by a
violation of this assumption. Here we propose a parametric framework to assess
equivalence or non-inferiority for survival data. We derive pointwise
confidence bands for both, the hazard ratio and the difference of the survival
curves. Further we propose a test procedure addressing non-inferiority and
equivalence by directly comparing the survival functions at certain time points
or over an entire range of time. We demonstrate the validity of the methods by
a clinical trial example and by numerous simulation results.",http://arxiv.org/abs/2009.06699v1,"Kathrin Mllenhoff, Achim Tresch"
399,Application of Multi-Armed Bandits to Model-assisted designs for Dose-Finding Clinical Trials,"We consider applying multi-armed bandits to model-assisted designs for
dose-finding clinical trials. Multi-armed bandits are very simple and powerful
methods to determine actions to maximize a reward in a limited number of
trials. Among the multi-armed bandits, we first consider the use of Thompson
sampling which determines actions based on random samples from a posterior
distribution. In the small sample size, as shown in dose-finding trials,
because the tails of posterior distribution are heavier and random samples are
too much variability, we also consider an application of regularized Thompson
sampling and greedy algorithm. The greedy algorithm determines a dose based on
a posterior mean. In addition, we also propose a method to determine a dose
based on a posterior median. We evaluate the performance of our proposed
designs for six scenarios via simulation studies.",http://arxiv.org/abs/2201.05268v1,Masahiro Kojima
400,Optimizing Interim Analysis Timing for Bayesian Adaptive Commensurate Designs,"In developing products for rare diseases, statistical challenges arise due to
the limited number of patients available for participation in drug trials and
other clinical research. Bayesian adaptive clinical trial designs offer the
possibility of increased statistical efficiency, reduced development cost and
ethical hazard prevention via their incorporation of evidence from external
sources (historical data, expert opinions, and real-world evidence), and
flexibility in the specification of interim looks. In this paper, we propose a
novel Bayesian adaptive commensurate design that borrows adaptively from
historical information and also uses a particular payoff function to optimize
the timing of the study's interim analysis. The trial payoff is a function of
how many samples can be saved via early stopping and the probability of making
correct early decisions for either futility or efficacy. We calibrate our
Bayesian algorithm to have acceptable long-run frequentist properties (Type I
error and power) via simulation at the design stage. We illustrate our approach
using a pediatric trial design setting testing the effect of a new drug for a
rare genetic disease. The optimIA R package available at
https://github.com/wxwx1993/Bayesian_IA_Timing provides an easy-to-use
implementation of our approach.",http://arxiv.org/abs/1905.07456v2,"Xiao Wu, Yi Xu, Bradley P Carlin"
401,Finding and assessing treatment effect sweet spots in clinical trial data,"Identifying heterogeneous treatment effects (HTEs) in randomized controlled
trials is an important step toward understanding and acting on trial results.
However, HTEs are often small and difficult to identify, and HTE modeling
methods which are very general can suffer from low power. We present a method
that exploits any existing relationship between illness severity and treatment
effect, and identifies the ""sweet spot"", the contiguous range of illness
severity where the estimated treatment benefit is maximized. We further compute
a bias-corrected estimate of the conditional average treatment effect (CATE) in
the sweet spot, and a $p$-value. Because we identify a single sweet spot and
$p$-value, we believe our method to be straightforward to interpret and
actionable: results from our method can inform future clinical trials and help
clinicians make personalized treatment recommendations.",http://arxiv.org/abs/2011.10157v2,"Erin Craig, Donald A Redelmeier, Robert J Tibshirani"
402,Bayesian prognostic covariate adjustment,"Historical data about disease outcomes can be integrated into the analysis of
clinical trials in many ways. We build on existing literature that uses
prognostic scores from a predictive model to increase the efficiency of
treatment effect estimates via covariate adjustment. Here we go further,
utilizing a Bayesian framework that combines prognostic covariate adjustment
with an empirical prior distribution learned from the predictive performances
of the prognostic model on past trials. The Bayesian approach interpolates
between prognostic covariate adjustment with strict type I error control when
the prior is diffuse, and a single-arm trial when the prior is sharply peaked.
This method is shown theoretically to offer a substantial increase in
statistical power, while limiting the type I error rate under reasonable
conditions. We demonstrate the utility of our method in simulations and with an
analysis of a past Alzheimer's disease clinical trial.",http://arxiv.org/abs/2012.13112v1,"David Walsh, Alejandro Schuler, Diana Hall, Jon Walsh, Charles Fisher"
403,Lessons Learned from the Bayesian Design and Analysis for the BNT162b2 COVID-19 Vaccine Phase 3 Trial,"The phase III BNT162b2 mRNA COVID-19 vaccine trial is based on a Bayesian
design and analysis, and the main evidence of vaccine efficacy is presented in
Bayesian statistics. Confusion and mistakes are produced in the presentation of
the Bayesian results. Some key statistics, such as Bayesian credible intervals,
are mislabeled and stated as confidence intervals. Posterior probabilities of
the vaccine efficacy are not reported as the main results. We illustrate the
main differences in the reporting of Bayesian analysis results for a clinical
trial and provide four recommendations. We argue that statistical evidence from
a Bayesian trial, when presented properly, is easier to interpret and directly
addresses the main clinical questions, thereby better supporting regulatory
decision making. We also recommend using abbreviation ""BI"" to represent
Bayesian credible intervals as a differentiation to ""CI"" which stands for
confidence interval.",http://arxiv.org/abs/2103.05499v1,"Yuan Ji, Shijie Yuan"
404,Priors from Envisioned Posterior Judgments: A Novel Elicitation Approach With Application to Bayesian Clinical Trials,"The uptake of formalized prior elicitation from experts in Bayesian clinical
trials has been limited, largely due to the challenges associated with complex
statistical modeling, the lack of practical tools, and the cognitive burden on
experts required to quantify their uncertainty using probabilistic language.
Additionally, existing methods do not address prior-posterior coherence, i.e.,
does the posterior distribution, obtained mathematically from combining the
estimated prior with the trial data, reflect the expert's actual posterior
beliefs? We propose a new elicitation approach that seeks to ensure
prior-posterior coherence and reduce the expert's cognitive burden. This is
achieved by eliciting responses about the expert's envisioned posterior
judgments under various potential data outcomes and inferring the prior
distribution by minimizing the discrepancies between these responses and the
expected responses obtained from the posterior distribution. The feasibility
and potential value of the new approach are illustrated through an application
to a real trial currently underway.",http://arxiv.org/abs/2409.05271v2,"Yongdong Ouyang, Janice J Eng, Denghuang Zhan, Hubert Wong"
405,Assessing the Role of Volumetric Brain Information in Multiple Sclerosis Progression,"Multiple sclerosis is a chronic autoimmune disease that affects the central
nervous system. Understanding multiple sclerosis progression and identifying
the implicated brain structures is crucial for personalized treatment
decisions. Deformation-based morphometry utilizes anatomical magnetic resonance
imaging to quantitatively assess volumetric brain changes at the voxel level,
providing insight into how each brain region contributes to clinical
progression with regards to neurodegeneration. Utilizing such voxel-level data
from a relapsing multiple sclerosis clinical trial, we extend a model-agnostic
feature importance metric to identify a robust and predictive feature set that
corresponds to clinical progression. These features correspond to brain regions
that are clinically meaningful in MS disease research, demonstrating their
scientific relevance. When used to predict progression using classical survival
models and 3D convolutional neural networks, the identified regions led to the
best-performing models, demonstrating their prognostic strength. We also find
that these features generalize well to other definitions of clinical
progression and can compensate for the omission of highly prognostic clinical
features, underscoring the predictive power and clinical relevance of
deformation-based morphometry as a regional identification tool.",http://arxiv.org/abs/2412.09497v1,"Andy A Shen, Aidan McLoughlin, Zoe Vernon, Jonathan Lin, Richard A D Carano, Peter J Bickel, Zhuang Song, Haiyan Huang"
406,Handling Covariates in the Design of Clinical Trials,"There has been a split in the statistics community about the need for taking
covariates into account in the design phase of a clinical trial. There are many
advocates of using stratification and covariate-adaptive randomization to
promote balance on certain known covariates. However, balance does not always
promote efficiency or ensure more patients are assigned to the better
treatment. We describe these procedures, including model-based procedures, for
incorporating covariates into the design of clinical trials, and give examples
where balance, efficiency and ethical considerations may be in conflict. We
advocate a new class of procedures, covariate-adjusted response-adaptive (CARA)
randomization procedures that attempt to optimize both efficiency and ethical
considerations, while maintaining randomization. We review all these
procedures, present a few new simulation studies, and conclude with our
philosophy.",http://arxiv.org/abs/1102.3773v1,"William F Rosenberger, Oleksandr Sverdlov"
407,An Empirical Comparison of Parametric and Permutation Tests for Regression Analysis of Randomized Experiments,"Hypothesis tests based on linear models are widely accepted by organizations
that regulate clinical trials. These tests are derived using strong assumptions
about the data-generating process so that the resulting inference can be based
on parametric distributions. Because these methods are well understood and
robust, they are sometimes applied to data that depart from assumptions, such
as ordinal integer scores. Permutation tests are a nonparametric alternative
that require minimal assumptions which are often guaranteed by the
randomization that was conducted. We compare analysis of covariance (ANCOVA), a
special case of linear regression that incorporates stratification, to several
permutation tests based on linear models that control for pretreatment
covariates. In simulations of randomized experiments using models which violate
some of the parametric regression assumptions, the permutation tests maintain
power comparable to ANCOVA. We illustrate the use of these permutation tests
alongside ANCOVA using data from a clinical trial comparing the effectiveness
of two treatments for gastroesophageal reflux disease. Given the considerable
costs and scientific importance of clinical trials, an additional nonparametric
method, such as a linear model permutation test, may serve as a robustness
check on the statistical inference for the main study endpoints.",http://arxiv.org/abs/1702.04851v2,"Kellie Ottoboni, Fraser Lewis, Luigi Salmaso"
408,Using Recursive Partitioning to Find and Estimate Heterogenous Treatment Effects In Randomized Clinical Trials,"Heterogeneous treatment effects can be very important in the analysis of
randomized clinical trials. Heightened risks or enhanced benefits may exist for
particular subsets of study subjects. When the heterogeneous treatment effects
are specified as the research is being designed, there are proper and readily
available analysis techniques. When the heterogeneous treatment effects are
inductively obtained as an experiment's data are analyzed, significant
complications are introduced. There can be a need for special loss functions
designed to find local average treatment effects and for techniques that
properly address post selection statistical inference. In this paper, we tackle
both while undertaking a recursive partitioning analysis of a randomized
clinical trial testing whether individuals on probation, who are low risk, can
be minimally supervised with no increase in recidivism.",http://arxiv.org/abs/1807.04164v1,"Richard Berk, Matthew Olson, Andreas Buja, Aurelie Ouss"
409,Knowledge-guided Text Structuring in Clinical Trials,"Clinical trial records are variable resources or the analysis of patients and
diseases. Information extraction from free text such as eligibility criteria
and summary of results and conclusions in clinical trials would better support
computer-based eligibility query formulation and electronic patient screening.
Previous research has focused on extracting information from eligibility
criteria, with usually a single pair of medical entity and attribute, but
seldom considering other kinds of free text with multiple entities, attributes
and relations that are more complex for parsing. In this paper, we propose a
knowledge-guided text structuring framework with an automatically generated
knowledge base as training corpus and word dependency relations as context
information to transfer free text into formal, computer-interpretable
representations. Experimental results show that our method can achieve overall
high precision and recall, demonstrating the effectiveness and efficiency of
the proposed method.",http://arxiv.org/abs/1912.12380v1,"Yingcheng Sun, Kenneth Loparo"
410,A practical Response Adaptive Block Randomization (RABR) design with analytic type I error protection,"Response adaptive randomization (RAR) is appealing from methodological,
ethical, and pragmatic perspectives in the sense that subjects are more likely
to be randomized to better performing treatment groups based on accumulating
data. However, applications of RAR in confirmatory drug clinical trials with
multiple active arms are limited largely due to its complexity, and lack of
control of randomization ratios to different treatment groups. To address the
aforementioned issues, we propose a Response Adaptive Block Randomization
(RABR) design allowing arbitrarily pre-specified randomization ratios for the
control and high-performing groups to meet clinical trial objectives. We show
the validity of the conventional unweighted test in RABR with a controlled type
I error rate based on the weighted combination test for sample size adaptive
design invoking no large sample approximation. The advantages of the proposed
RABR in terms of robustly reaching target final sample size to meet regulatory
requirements and increasing statistical power as compared with the popular
Doubly Adaptive Biased Coin Design (DBCD) are demonstrated by statistical
simulations and a practical clinical trial design example.",http://arxiv.org/abs/2004.07356v2,"Tianyu Zhan, Lu Cui, Ziqian Geng, Lanju Zhang, Yihua Gu, Ivan S F Chan"
411,Response-adaptive randomization in clinical trials: from myths to practical considerations,"Response-Adaptive Randomization (RAR) is part of a wider class of
data-dependent sampling algorithms, for which clinical trials are typically
used as a motivating application. In that context, patient allocation to
treatments is determined by randomization probabilities that change based on
the accrued response data in order to achieve experimental goals. RAR has
received abundant theoretical attention from the biostatistical literature
since the 1930's and has been the subject of numerous debates. In the last
decade, it has received renewed consideration from the applied and
methodological communities, driven by well-known practical examples and its
widespread use in machine learning. Papers on the subject present different
views on its usefulness, and these are not easy to reconcile. This work aims to
address this gap by providing a unified, broad and fresh review of
methodological and practical issues to consider when debating the use of RAR in
clinical trials.",http://arxiv.org/abs/2005.00564v4,"David S Robertson, Kim May Lee, Boryana C LopezKolkovska, Sofia S Villar"
412,A novel estimand to adjust for rescue treatment in clinical trials,"The interpretation of randomised clinical trial results is often complicated
by intercurrent events. For instance, rescue medication is sometimes given to
patients in response to worsening of their disease, either in addition to the
randomised treatment or in its place. The use of such medication complicates
the interpretation of the intention-to-treat analysis. In view of this, we
propose a novel estimand defined as the intention-to-treat effect that would
have been observed, had patients on the active arm been switched to rescue
medication if and only if they would have been switched when randomised to
control. This enables us to disentangle the treatment effect from the effect of
rescue medication on a patient's outcome, while avoiding the strong
extrapolations that are typically needed when inferring what the
intention-to-treat effect would have been in the absence of rescue medication.
We develop an inverse probability weighting method to estimate this estimand
under specific untestable assumptions, in view of which we propose a
sensitivity analysis. We use the method for the analysis of a clinical trial
conducted by Janssen Pharmaceuticals, in which chronically ill patients can
switch to rescue medication for ethical reasons. Monte Carlo simulations
confirm that the proposed estimator is unbiased in moderate sample sizes.",http://arxiv.org/abs/2009.12052v1,"Hege Michiels, Cristina Sotto, An Vandebosch, Stijn Vansteelandt"
413,Improving Adaptive Seamless Designs through Bayesian optimization,"We propose to use Bayesian optimization (BO) to improve the efficiency of the
design selection process in clinical trials. BO is a method to optimize
expensive black-box functions, by using a regression as a surrogate to guide
the search. In clinical trials, planning test procedures and sample sizes is a
crucial task. A common goal is to maximize the test power, given a set of
treatments, corresponding effect sizes, and a total number of samples. From a
wide range of possible designs we aim to select the best one in a short time to
allow quick decisions. The standard approach to simulate the power for each
single design can become too time-consuming. When the number of possible
designs becomes very large, either large computational resources are required
or an exhaustive exploration of all possible designs takes too long. Here, we
propose to use BO to quickly find a clinical trial design with high power from
a large number of candidate designs. We demonstrate the effectiveness of our
approach by optimizing the power of adaptive seamless designs for different
sets of treatment effect sizes. Comparing BO with an exhaustive evaluation of
all candidate designs shows that BO finds competitive designs in a fraction of
the time.",http://arxiv.org/abs/2105.09223v1,"Jakob Richter, Tim Friede, Jrg Rahnenfhrer"
414,Modelling and forecasting patient recruitment in clinical trials with patients' dropout,"This paper focuses on statistical modelling and prediction of patient
recruitment in clinical trials accounting for patients dropout. The recruitment
model is based on a Poisson-gamma model introduced by Anisimov and Fedorov
(2007), where the patients arrive at different centres according to Poisson
processes with rates viewed as gamma-distributed random variables. Each patient
can drop the study during some screening period. Managing the dropout process
is of a major importance but data related to dropout are rarely correctly
collected. In this paper, a few models of dropout are proposed. The technique
for estimating parameters and predicting the number of recruited patients over
time and the recruitment time is developed. Simulation results confirm the
applicability of the technique and thus, the necessity to account for patients
dropout at the stage of forecasting recruitment in clinical trials.",http://arxiv.org/abs/2202.06779v1,"Vladimir Anisimov, Guillaume Mijoule, Armando Turchetta, Nicolas Savy"
415,Missing data imputation for a multivariate outcome of mixed variable types,"Data collected in clinical trials are often composed of multiple types of
variables. For example, laboratory measurements and vital signs are
longitudinal data of continuous or categorical variables, adverse events may be
recurrent events, and death is a time-to-event variable. Missing data due to
patients' discontinuation from the study or as a result of handling
intercurrent events using a hypothetical strategy almost always occur during
any clinical trial. Imputing these data with mixed types of variables
simultaneously is a challenge that has not been studied extensively. In this
article, we propose using an approximate fully conditional specification to
impute the missing data. Simulation shows the proposed method provides
satisfactory results under the assumption of missing at random. Finally, real
data from a clinical trial evaluating treatments for diabetes are analyzed to
illustrate the potential benefit of the proposed method.",http://arxiv.org/abs/2206.01873v2,"Tuo Wang, Rachel Zilinskas, Ying Li, Yongming Qu"
416,Quantifying and Detecting Individual Level `Always Survivor' Causal Effects Under `Truncation by Death' and Censoring Through Time,"The analysis of causal effects when the outcome of interest is possibly
truncated by death has a long history in statistics and causal inference. The
survivor average causal effect is commonly identified with more assumptions
than those guaranteed by the design of a randomized clinical trial or using
sensitivity analysis. This paper demonstrates that individual level causal
effects in the `always survivor' principal stratum can be identified with no
stronger identification assumptions than randomization. We illustrate the
practical utility of our methods using data from a clinical trial on patients
with prostate cancer. Our methodology is the first and, as of yet, only
proposed procedure that enables detecting causal effects in the presence of
truncation by death using only the assumptions that are guaranteed by design of
the clinical trial. This methodology is applicable to all types of outcomes.",http://arxiv.org/abs/1905.11300v3,"Jaffer M Zaidi, Eric J Tchetgen Tchetgen, Tyler J VanderWeele"
417,A Simulation Study Evaluating Phase I Clinical Trial Designs for Combinational Agents,"Nowadays, more and more clinical trials choose combinational agents as the
intervention to achieve better therapeutic responses. However, dose-finding for
combinational agents is much more complicated than single agent as the full
order of combination dose toxicity is unknown. Therefore, regular phase I
designs are not able to identify the maximum tolerated dose (MTD) of
combinational agents. Motivated by such needs, plenty of novel phase I clinical
trial designs for combinational agents were proposed. With so many available
designs, research that compare their performances, explore parameters' impacts,
and provide recommendations is very limited. Therefore, we conducted a
simulation study to evaluate multiple phase I designs that proposed to identify
single MTD for combinational agents under various scenarios. We also explored
influences of different design parameters. In the end, we summarized the pros
and cons of each design, and provided a general guideline in design selection.",http://arxiv.org/abs/2103.07746v2,"Shu Wang, JiHyun Lee"
418,The Predictive Individual Effect for Survival Data,"The call for patient-focused drug development is loud and clear, as expressed
in the 21st Century Cures Act and in recent guidelines and initiatives of
regulatory agencies. Among the factors contributing to modernized drug
development and improved health-care activities are easily interpretable
measures of clinical benefit. In addition, special care is needed for cancer
trials with time-to-event endpoints if the treatment effect is not constant
over time. We propose the predictive individual effect which is a
patient-centric and tangible measure of clinical benefit under a wide variety
of scenarios. It can be obtained by standard predictive calculations under a
rank preservation assumption that has been used previously in trials with
treatment switching. We discuss four recent Oncology trials that cover
situations with proportional as well as non-proportional hazards (delayed
treatment effect or crossing of survival curves). It is shown that the
predictive individual effect offers valuable insights beyond p-values,
estimates of hazard ratios or differences in median survival. Compared to
standard statistical measures, the predictive individual effect is a direct,
easily interpretable measure of clinical benefit. It facilitates communication
among clinicians, patients, and other parties and should therefore be
considered in addition to standard statistical results.",http://arxiv.org/abs/2112.10404v1,"Beat Neuenschwander, Satrajit Roychoudhury, Simon Wandel, Kannan Natarajan, Emmanuel Zuber"
419,UNIMIB at TREC 2021 Clinical Trials Track,"This contribution summarizes the participation of the UNIMIB team to the TREC
2021 Clinical Trials Track. We have investigated the effect of different query
representations combined with several retrieval models on the retrieval
performance. First, we have implemented a neural re-ranking approach to study
the effectiveness of dense text representations. Additionally, we have
investigated the effectiveness of a novel decision-theoretic model for
relevance estimation. Finally, both of the above relevance models have been
compared with standard retrieval approaches. In particular, we combined a
keyword extraction method with a standard retrieval process based on the BM25
model and a decision-theoretic relevance model that exploits the
characteristics of this particular search task. The obtained results show that
the proposed keyword extraction method improves 84% of the queries over the
TREC's median NDCG@10 measure when combined with either traditional or
decision-theoretic relevance models. Moreover, regarding RPEC@10, the employed
decision-theoretic model improves 85% of the queries over the reported TREC's
median value.",http://arxiv.org/abs/2207.13514v1,"Georgios Peikos, Oscar Espitia, Gabriella Pasi"
420,Natural cubic splines for the analysis of Alzheimer's clinical trials,"Mixed model repeated measures (MMRM) is the most common analysis approach
used in clinical trials for Alzheimer's disease and other progressive diseases
measured with continuous outcomes measured over time. The model treats time as
a categorical variable, which allows an unconstrained estimate of the mean for
each study visit in each randomized group. Categorizing time in this way can be
problematic when assessments occur off-schedule, as including off-schedule
visits can induce bias, and excluding them ignores valuable information and
violates the intention to treat principle. This problem has been exacerbated by
clinical trial visits which have been delayed due to the COVID19 pandemic. As
an alternative to MMRM, we propose a constrained longitudinal data analysis
with natural cubic splines that treats time as continuous and uses test version
effects to model the mean over time. The spline model is shown to be superior,
in practice and simulation studies, to categorical-time models like MMRM and
models that assume a proportional treatment effect.",http://arxiv.org/abs/2208.08077v1,"M C Donohue, O Langford, P Insel, C H van Dyck, R C Petersen, S Craft, G Sethuraman, R Raman, P S Aisen"
